gain,integrationtime,UVA,UVB,UVC,temp,AccX,AccY,AccZ,GYRO_X,GYRO_Y,GYRO_Z,input1,input2,day,month,year,hour,minute,second,VISgain,VISintegrationtime,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,c_CH1,c_CH2,c_CH3,c_CH4,c_CH5,c_CH6,c_CH7,c_CH8,c_CH9,c_CH10,c_CH11,c_CH12,c_CH13,c_CH14,c_CH15,c_CH16,c_CH17,c_CH18,temp1,temp2,temp3,Label,uiI2CReadError,uiI2CWriteError,uiStatus1,uiStatus2,Label.1,uiI2CReadError.1,uiI2CWriteError.1,Label.2,uiI2CError,uiI2CReadDetailError,uiI2CWriteDetailError
   2, 4096,  163,  123, 4380, 25.1,  0.96, -0.01, -0.16,    1.0,   -0.6,   -1.9,0,0,13,05,2024,16,21,10,  3,255,  146,   47,   65,  388,  937,  199,  146,   47,  146,   65,   47,  388,   65,  388,  937,  199,  937,  199,  143.0,   49.0,   54.3,  310.0,  768.0,  208.8,  143.0,   49.0,  143.0,   54.3,   49.0,  310.0,   54.3,  310.0,  768.0,  208.8,  768.0,  208.8, 28, 27, 27,ES1,0x0000,0x0000,0x00,0x00,ES2,0x00,0x00,ES3,0x00,0x0000,0x0000
   2, 4096,  163,  123, 4379, 25.1,  0.98, -0.03, -0.17,    0.8,   -0.6,   -2.1,0,0,13,05,2024,16,21,20,  3,255,  146,   47,   65,  388,  937,  199,  146,   47,  146,   65,   47,  388,   65,  388,  937,  199,  937,  199,  143.0,   49.0,   54.3,  310.0,  768.0,  208.8,  143.0,   49.0,  143.0,   54.3,   49.0,  310.0,   54.3,  310.0,  768.0,  208.8,  768.0,  208.8, 27, 27, 27,ES1,0x0000,0x0000,0x00,0x00,ES2,0x00,0x00,ES3,0x00,0x0000,0x0000
   2, 4096,  163,  123, 4378, 25.1,  0.97, -0.01, -0.18,    0.8,   -0.6,   -2.0,0,0,13,05,2024,16,21,30,  3,255,  146,   47,   65,  386,  936,  198,  146,   47,  146,   65,   47,  386,   65,  386,  936,  198,  936,  198,  143.0,   49.0,   54.3,  308.4,  767.1,  207.7,  143.0,   49.0,  143.0,   54.3,   49.0,  308.4,   54.3,  308.4,  767.1,  207.7,  767.1,  207.7, 26, 26, 27,ES1,0x0000,0x0000,0x00,0x00,ES2,0x00,0x00,ES3,0x00,0x0000,0x0000
   2, 4096,  163,  123, 4379, 25.1,  0.97, -0.02, -0.18,    0.8,   -0.5,   -2.1,0,0,13,05,2024,16,21,40,  3,255,  146,   47,   65,  384,  935,  198,  146,   47,  146,   65,   47,  384,   65,  384,  935,  198,  935,  198,  143.0,   49.0,   54.3,  306.8,  766.3,  207.7,  143.0,   49.0,  143.0,   54.3,   49.0,  306.8,   54.3,  306.8,  766.3,  207.7,  766.3,  207.7, 27, 28, 27,ES1,0x0000,0x0000,0x00,0x00,ES2,0x00,0x00,ES3,0x00,0x0000,0x0000
   2, 4096,  163,  123, 4378, 25.1,  0.98, -0.01, -0.17,    0.9,   -0.6,   -2.0,0,0,13,05,2024,16,21,50,  3,255,  146,   47,   65,  385,  934,  198,  146,   47,  146,   65,   47,  385,   65,  385,  934,  198,  934,  198,  143.0,   49.0,   54.3,  307.6,  765.5,  207.7,  143.0,   49.0,  143.0,   54.3,   49.0,  307.6,   54.3,  307.6,  765.5,  207.7,  765.5,  207.7, 27, 27, 27,ES1,0x0000,0x0000,0x00,0x00,ES2,0x00,0x00,ES3,0x00,0x0000,0x0000
   2, 4096,  163,  123, 4378, 25.1,  0.97, -0.02, -0.18,    0.8,   -0.5,   -2.1,0,0,13,05,2024,16,22,00,  3,255,  146,   47,   65,  385,  935,  198,  146,   47,  146,   65,   47,  385,   65,  385,  935,  198,  935,  198,  143.0,   49.0,   54.3,  307.6,  766.3,  207.7,  143.0,   49.0,  143.0,   54.3,   49.0,  307.6,   54.3,  307.6,  766.3,  207.7,  766.3,  207.7, 27, 27, 27,ES1,0x0000,0x0000,0x00,0x00,ES2,0x00,0x00,ES3,0x00,0x0000,0x0000
   2, 4096,  163,  123, 4377, 25.1,  0.98, -0.01, -0.18,    1.0,   -0.7,   -2.2,0,0,13,05,2024,16,22,10,  3,255,  146,   47,   65,  385,  935,  198,  146,   47,  146,   65,   47,  385,   65,  385,  935,  198,  935,  198,  143.0,   49.0,   54.3,  307.6,  766.3,  207.7,  143.0,   49.0,  143.0,   54.3,   49.0,  307.6,   54.3,  307.6,  766.3,  207.7,  766.3,  207.7, 27, 27, 27,ES1,0x0000,0x0000,0x00,0x00,ES2,0x00,0x00,ES3,0x00,0x0000,0x0000
   2, 4096,  163,  123, 4377, 25.2,  0.98, -0.02, -0.18,    0.9,   -0.6,   -2.1,0,0,13,05,2024,16,22,20,  3,255,  146,   47,   65,  385,  935,  198,  146,   47,  146,   65,   47,  385,   65,  385,  935,  198,  935,  198,  143.0,   49.0,   54.3,  307.6,  766.3,  207.7,  143.0,   49.0,  143.0,   54.3,   49.0,  307.6,   54.3,  307.6,  766.3,  207.7,  766.3,  207.7, 27, 27, 27,ES1,0x0000,0x0000,0x00,0x00,ES2,0x00,0x00,ES3,0x00,0x0000,0x0000
   2, 4096,  163,  123, 4377, 25.1,  0.97, -0.01, -0.18,    0.8,   -0.7,   -2.2,0,0,13,05,2024,16,22,30,  3,255,  146,   47,   65,  384,  936,  198,  146,   47,  146,   65,   47,  384,   65,  384,  936,  198,  936,  198,  143.0,   49.0,   54.3,  306.8,  767.1,  207.7,  143.0,   49.0,  143.0,   54.3,   49.0,  306.8,   54.3,  306.8,  767.1,  207.7,  767.1,  207.7, 27, 26, 27,ES1,0x0000,0x0000,0x00,0x00,ES2,0x00,0x00,ES3,0x00,0x0000,0x0000
   2, 4096,  163,  123, 4379, 25.1,  0.97, -0.01, -0.17,    0.7,   -0.5,   -2.1,0,0,13,05,2024,16,22,40,  3,255,  146,   47,   65,  384,  935,  198,  146,   47,  146,   65,   47,  384,   65,  384,  935,  198,  935,  198,  143.0,   49.0,   54.3,  306.8,  766.3,  207.7,  143.0,   49.0,  143.0,   54.3,   49.0,  306.8,   54.3,  306.8,  766.3,  207.7,  766.3,  207.7, 27, 27, 27,ES1,0x0000,0x0000,0x00,0x00,ES2,0x00,0x00,ES3,0x00,0x0000,0x0000
  
